method,k,workload,n,mean_tps,median_tps,mean_latency_s,median_latency_s,mean_output_tokens,mean_acceptance_rate,mean_rejection_rate,mean_entropy,total_draft_tokens,total_accepted_tokens,total_rejected_tokens,wasted_token_rate,accepted_token_rate,wasted_token_pct
ngram_sd,4,long_context_completion,50,402.10968772532505,383.05858193702164,5.017626642566174,4.703978304984048,1849.56,0.5521983033945835,0.44780169660541647,0.09085475347442964,118347.0,58787.0,59560.0,0.5032658200038869,0.49673417999611313,50.32658200038868
ngram_sd,4,long_horizon_swe,50,332.2046171625316,294.24651993155,3.5854398393444717,3.4884758063126355,1024.0,0.41876087692907954,0.5812391230709205,0.24943964532087878,75067.0,26548.0,48519.0,0.6463426006101216,0.3536573993898784,64.63426006101216
ngram_sd,4,mathematical_reasoning,50,226.0409535764998,219.6943357647525,2.32787819637917,2.316530165495351,508.2,0.22469314576999394,0.775306854230006,0.2287126108568412,44562.0,9573.0,34989.0,0.7851757102463983,0.2148242897536017,78.51757102463984
ngram_sd,8,code_gen,50,327.0172737929638,287.27646125337924,1.959834105623886,1.8066489333286881,512.0,0.24946010502969515,0.7505398949703048,0.19349331812449463,67588.0,12488.0,55100.0,0.8152334733976445,0.18476652660235546,81.52334733976446
ngram_sd,8,conversational_generation_gen,50,255.30940825106333,189.5607405388887,2.4260980604588984,2.701027925591916,512.0,0.14676556970435328,0.8532344302956467,0.38575461521149,95285.0,9450.0,85835.0,0.9008238442567036,0.09917615574329643,90.08238442567036
ngram_sd,8,conversational_generation_sft,50,230.3588452797863,195.01066564179303,2.476540507748723,2.6255286762025207,512.0,0.1186255172549521,0.8813744827450479,0.39014902285633324,99353.0,9230.0,90123.0,0.9070989300776021,0.09290106992239791,90.70989300776021
ngram_sd,8,hardware_gen,50,354.1438452407695,271.3608232876936,1.8445519464928657,1.8874207956250757,511.42,0.24858855611803718,0.7514114438819628,0.26342679107400235,75247.0,13307.0,61940.0,0.8231557404281898,0.17684425957181016,82.31557404281898
ngram_sd,8,long_chain_reasoning,50,408.729211494844,244.05875206629332,3.6115141575597227,4.196030874969438,1024.0,0.2870898389509403,0.7129101610490597,0.3009269687610711,147303.0,26428.0,120875.0,0.8205874965207769,0.1794125034792231,82.0587496520777
ngram_sd,8,long_context_completion,50,602.9928037589654,491.6779079398443,3.79744880316779,3.3547870269976556,1829.92,0.48502513975902456,0.5149748602409755,0.09270939051785,171370.0,65919.0,105451.0,0.6153410748672463,0.3846589251327537,61.53410748672463
ngram_sd,8,long_horizon_swe,50,451.1877612737888,380.99632559936697,3.155555758085102,2.6927004859317094,1024.0,0.33610307751185076,0.6638969224881492,0.23308504911051758,126752.0,29746.0,97006.0,0.7653212572582682,0.2346787427417319,76.53212572582682
ngram_sd,8,mathematical_reasoning,50,239.5143573324389,231.44488190874046,2.2315657428372653,2.2121909307315946,510.84,0.1374504691675366,0.8625495308324633,0.23038927153380104,82250.0,10550.0,71700.0,0.8717325227963526,0.12826747720364742,87.17325227963526
ngram_sd,16,code_gen,50,377.97960683701405,364.20027865526174,1.8558837438281626,1.4064059662632644,512.0,0.17362170315637115,0.8263782968436288,0.1945684997415934,121339.0,13434.0,107905.0,0.8892853905174758,0.11071460948252417,88.92853905174758
ngram_sd,16,conversational_generation_gen,50,278.7504763058041,186.86819622585475,2.401758074304089,2.740199882769957,512.0,0.0942023016067027,0.9057976983932973,0.3863868958968712,184415.0,9851.0,174564.0,0.9465824363527913,0.05341756364720874,94.65824363527912
ngram_sd,16,conversational_generation_sft,50,238.06108420202375,191.9392880307018,2.4687406100984663,2.6675122955348343,512.0,0.06875800635292795,0.9312419936470719,0.3910009857921182,193694.0,9563.0,184131.0,0.9506283106342994,0.049371689365700536,95.06283106342994
ngram_sd,16,hardware_gen,50,422.3871876496753,282.4569605917253,1.7444451044220477,1.8130466693546623,511.42,0.18183781313428965,0.8181621868657103,0.2602616512147377,136499.0,14263.0,122236.0,0.8955083920028718,0.10449160799712819,89.55083920028719
ngram_sd,16,long_chain_reasoning,50,538.5269912089379,246.18342624014844,3.568927033431828,4.161273532314226,1024.0,0.2265443893861683,0.7734556106138316,0.29808163263444754,274453.0,27568.0,246885.0,0.8995529289167908,0.10044707108320915,89.95529289167908
ngram_sd,16,long_context_completion,50,858.0410000791145,537.1410422599914,3.358678897898644,2.79617421887815,1829.92,0.40696655627895884,0.5930334437210412,0.0937459600418587,277586.0,70015.0,207571.0,0.7477718616933131,0.25222813830668694,74.77718616933132
ngram_sd,16,long_horizon_swe,50,600.1608183396368,414.2601149841056,2.893217202639207,2.4723951269406825,1024.0,0.2675666466294858,0.7324333533705141,0.22764582605997996,218040.0,32276.0,185764.0,0.8519721152082187,0.14802788479178133,85.19721152082187
ngram_sd,16,mathematical_reasoning,50,245.21450562478788,232.81197553240997,2.205772696416825,2.1992053587455302,510.84,0.07799762825184645,0.9220023717481536,0.22766250138639016,156870.0,11026.0,145844.0,0.9297125007968381,0.07028749920316185,92.97125007968381
