pool,method,workload,n,mean_tps,median_tps,mean_wall_s,median_wall_s,mean_output_tokens,run_root,run_name,model_variant,candidate_set
slow_only,ngram_sd,conversational_generation_sft_cap50,50,237.77555954187463,191.44487162068629,2.449134173393249,2.674401640892029,512.0,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16
slow_only,ngram_sd,hardware_gen,44,366.3617379880056,254.48618241860623,1.8577873598445545,2.0121079683303837,511.34090909090907,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16
slow_only,ngram_sd,long_chain_reasoning,50,494.5766373348743,230.4705228191761,3.6789134407043456,4.443254828453064,1024.0,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16
slow_only,ngram_sd,long_context_completion,50,793.0920467020246,502.85619265926766,3.5367568016052244,3.0260602235794067,1829.92,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16
slow_only,ngram_sd,long_horizon_swe,50,568.2558967654062,396.71145703977913,2.926866064071655,2.5816720724105835,1024.0,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16
slow_only,ngram_sd,mathematical_reasoning,50,231.9788285308209,220.53511731902992,2.295387864112854,2.321626305580139,510.84,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16
slow_fast,eagle3,code_gen,26,30.08210956911517,30.24551456555232,17.177959946485664,16.928223133087158,512.0,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced,k2_4_6_8
slow_fast,eagle3,hardware_gen,6,23.847668783838984,23.83719586568488,21.4764442841212,21.47917342185974,512.0,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced,k2_4_6_8
slow_fast,ngram_sd,code_gen,24,54.817280946844896,54.39734205381183,11.287441700696943,9.41866946220398,512.0,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced,k2_4_6_8
slow_fast,ngram_sd,conversational_generation_gen_cap50,50,52.81555429037781,39.556675984191614,11.40881863117218,12.943478107452393,512.0,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced,k2_4_6_8
slow_fast,ngram_sd,conversational_generation_sft_cap50,50,45.33067402115736,38.78309159798461,12.566271033287048,13.20207381248474,512.0,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced,k2_4_6_8
slow_fast,ngram_sd,hardware_gen,44,58.24229668241997,46.29465475985727,10.325334120880472,11.059688568115234,511.34090909090907,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced,k2_4_6_8
slow_fast,ngram_sd,long_chain_reasoning,50,69.47579270530727,48.024778801816325,19.210042085647583,21.322332739830017,1024.0,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced,k2_4_6_8
slow_fast,ngram_sd,long_context_completion,50,94.16012769780848,81.82576433665483,22.811111359596254,21.48477816581726,1829.92,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced,k2_4_6_8
slow_fast,ngram_sd,long_horizon_swe,50,77.65578808503813,67.27449043594717,16.39374096393585,15.221388578414915,1024.0,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced__k2_4_6_8,survival_utility_controller_v4_balanced,k2_4_6_8
