pool,method,active_k,n,run_root,run_name,model_variant,candidate_set
slow_fast,ngram_sd,16,18404,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,eagle3,2,2848,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,eagle3,4,1863,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,eagle3,8,984,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,eagle3,16,9569,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,1,38,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,2,1577,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,3,96,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,4,1229,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,5,135,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,6,183,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,7,186,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,8,1268,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,9,193,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,10,233,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,11,204,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,12,243,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,13,200,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,14,219,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,15,196,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_only,ngram_sd,16,88386,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient__k1_2_4_8_16,survival_utility_controller_v4_efficient,k1_2_4_8_16
slow_fast,eagle3,1,109,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,eagle3,2,15079,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,eagle3,3,8,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,eagle3,4,12,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,eagle3,8,6,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,eagle3,16,60,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,1,38,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,2,235,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,3,1418,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,4,4303,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,5,6560,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,6,8047,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,7,10258,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,8,13484,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,9,15409,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,10,12821,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,11,8562,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,12,4482,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,13,2323,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,14,1867,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,15,1702,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,ngram_sd,16,6943,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,eagle3,2,2848,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,eagle3,4,1863,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,eagle3,8,984,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,eagle3,16,9569,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,1,38,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,2,1577,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,3,96,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,4,1229,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,5,135,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,6,183,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,7,186,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,8,1268,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,9,193,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,10,233,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,11,204,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,12,243,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,13,200,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,14,219,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,15,196,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_only,ngram_sd,16,88386,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient__k1_to_16,survival_utility_controller_v4_efficient,k1_to_16
slow_fast,eagle3,2,15195,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_fast,eagle3,4,13,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_fast,eagle3,8,66,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_fast,ngram_sd,1,38,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_fast,ngram_sd,2,433,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_fast,ngram_sd,3,95,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_fast,ngram_sd,4,7500,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_fast,ngram_sd,5,138,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_fast,ngram_sd,6,14897,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_fast,ngram_sd,7,164,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_fast,ngram_sd,8,80864,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,eagle3,2,2848,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,eagle3,4,1863,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,eagle3,8,984,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,eagle3,16,9569,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,1,38,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,2,1577,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,3,96,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,4,1229,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,5,135,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,6,183,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,7,186,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,8,1268,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,9,193,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,10,233,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,11,204,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,12,243,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,13,200,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,14,219,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,15,196,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_only,ngram_sd,16,88386,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient__k2_4_6_8,survival_utility_controller_v4_efficient,k2_4_6_8
slow_fast,eagle3,1,35,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
slow_fast,eagle3,2,3850,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
slow_fast,eagle3,4,10539,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
slow_fast,eagle3,6,772,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
slow_fast,eagle3,8,7,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
slow_fast,eagle3,12,2,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
slow_fast,eagle3,16,60,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
slow_fast,ngram_sd,1,39,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
slow_fast,ngram_sd,2,119,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
slow_fast,ngram_sd,3,95,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
slow_fast,ngram_sd,4,165,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
slow_fast,ngram_sd,5,140,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
slow_fast,ngram_sd,6,226,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4_speed_first,k1_2_4_6_8_10_12_14_16
