pool,n_blocks,draft_tokens,accepted_tokens,rejected_tokens,mean_k,mean_accepted_len,mean_rejected,full_accept_rate,wasted_token_rate,accepted_per_block,mean_tps,tps_ratio_vs_slow_only,STE_vs_slow_only,ATE_vs_slow_only,run_root,run_name,model_variant,candidate_set,wasted_token_pct
slow_fast,111487,1081043,177862,903181,9.696583458161042,1.5953608940952757,8.101222564065765,0.0805205988142115,0.8354718544960746,1.5953608940952757,63.727443706840425,0.1621335985862331,0.0266755402992707,0.0425571138223192,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4b_rankgroup_efficient_lr5e4_rank2__k1_to_16,survival_utility_controller_v4b_rankgroup_efficient_lr5e4_rank2__k1_to_16,survival_utility_controller_v4b_rankgroup_efficient_lr5e4_rank2,k1_to_16,83.54718544960747
slow_only,109850,1627748,179600,1448148,14.817915339098771,1.634956759217114,13.182958579881657,0.0673190714610832,0.8896635105679749,1.634956759217114,393.0551363969513,1.0,0.1103364894320251,0.1803953891851771,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4b_rankgroup_efficient_lr5e4_rank2__k1_to_16,survival_utility_controller_v4b_rankgroup_efficient_lr5e4_rank2__k1_to_16,survival_utility_controller_v4b_rankgroup_efficient_lr5e4_rank2,k1_to_16,88.96635105679749
slow_fast,119607,691027,169224,521803,5.777479578954409,1.4148335799744165,4.362645998979993,0.137592281388213,0.7551123183319899,1.4148335799744165,66.30715365608606,0.1675664854998668,0.0410349681593186,0.0580576509049849,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4b_rankgroup_efficient_lr5e4_rank2__k2_4_6_8,survival_utility_controller_v4b_rankgroup_efficient_lr5e4_rank2__k2_4_6_8,survival_utility_controller_v4b_rankgroup_efficient_lr5e4_rank2,k2_4_6_8,75.51123183319899
slow_only,109850,1627748,179600,1448148,14.817915339098771,1.634956759217114,13.182958579881657,0.0673190714610832,0.8896635105679749,1.634956759217114,395.70653677127297,1.0,0.1103364894320251,0.1803953891851771,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4b_rankgroup_efficient_lr5e4_rank2__k2_4_6_8,survival_utility_controller_v4b_rankgroup_efficient_lr5e4_rank2__k2_4_6_8,survival_utility_controller_v4b_rankgroup_efficient_lr5e4_rank2,k2_4_6_8,88.96635105679749
slow_fast,112084,831183,177217,653966,7.415714999464687,1.5811088112487064,5.8346061882159805,0.0903518789479319,0.7867894314489108,1.5811088112487064,58.32734892855332,0.1494994365381712,0.0318748598623709,0.0503976217857124,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3,k1_2_4_6_8_10_12_14_16,78.67894314489108
slow_only,109850,1627748,179600,1448148,14.817915339098771,1.634956759217114,13.182958579881657,0.0673190714610832,0.8896635105679749,1.634956759217114,390.1509616302855,1.0,0.1103364894320251,0.1803953891851771,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k1_2_4_6_8_10_12_14_16,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3,k1_2_4_6_8_10_12_14_16,88.96635105679749
slow_fast,112241,796540,177180,619360,7.096693721545603,1.578567546618437,5.518126174927166,0.0934061528318528,0.77756295980114,1.578567546618437,63.99406990013906,0.1613313954518742,0.0358860780954667,0.0566485982569185,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k1_2_4_8_16,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k1_2_4_8_16,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3,k1_2_4_8_16,77.756295980114
slow_only,109850,1627748,179600,1448148,14.817915339098771,1.634956759217114,13.182958579881657,0.0673190714610832,0.8896635105679749,1.634956759217114,396.6622226312345,1.0,0.1103364894320251,0.1803953891851771,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k1_2_4_8_16,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k1_2_4_8_16,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3,k1_2_4_8_16,88.96635105679749
slow_fast,111704,827861,177030,650831,7.411202821743179,1.5848134355081287,5.82638938623505,0.0903190575091312,0.7861597538717249,1.5848134355081287,66.05137390798058,0.168664803825955,0.0360673231633194,0.0571599783320422,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k1_to_16,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k1_to_16,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3,k1_to_16,78.61597538717248
slow_only,109850,1627748,179600,1448148,14.817915339098771,1.634956759217114,13.182958579881657,0.0673190714610832,0.8896635105679749,1.634956759217114,391.6132613899631,1.0,0.1103364894320251,0.1803953891851771,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k1_to_16,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k1_to_16,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3,k1_to_16,88.96635105679749
slow_fast,118842,733357,169927,563430,6.170857104390704,1.429856448057084,4.741000656333619,0.1344221739788963,0.7682888415873851,1.429856448057084,62.37378132118585,0.1576304466625981,0.0365247333972885,0.0522251255616789,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k2_4_6_8,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3__k2_4_6_8,survival_utility_controller_v4b_rankgroup_speed_lr3e4_rank3,k2_4_6_8,76.8288841587385
